transaction_id,identity_id,timestamp,amount,merchant_category,device_type,device_fingerprint,home_city,txn_city,geo_distance_km,account_age_days,hour_of_day,is_odd_hour,velocity_1h,velocity_24h,billing_shipping_mismatch,new_payment_method,cvv_retries,prior_chargebacks_90d,is_fraud,is_chargeback,device_fp_identity_count,device_fp_txn_count,amount_to_category_avg_ratio
txn_0000012,4967,2026-05-01 03:31:00,17581.99,jewellery,desktop_web,8310513,Hyderabad,Hyderabad,2.2,125.4,3,1,0,4,0,0,1,0,0,0,1,5,0.67
txn_0000013,351,2026-06-15 20:51:00,17796.16,travel,mobile_app,2059616,Chennai,Chennai,0.0,273.5,20,0,0,2,0,1,0,0,0,0,1,11,1.062
txn_0000014,3563,2026-05-15 13:31:00,469.09,gaming,mobile_web,7908342,Bengaluru,Bengaluru,0.0,102.0,13,0,0,2,0,0,0,0,0,0,1,7,0.259
txn_0000015,1981,2026-06-13 18:43:00,2773.39,home_goods,mobile_app,3843907,Lucknow,Lucknow,0.0,7.7,18,0,0,2,0,1,0,0,0,0,1,5,0.721
txn_0000016,3945,2026-05-08 13:40:00,12336.61,jewellery,mobile_web,4026003,Delhi,Delhi,1.2,45.5,13,0,0,0,0,0,0,0,0,0,1,7,0.47
txn_0000017,2528,2026-07-10 12:19:00,1347.89,grocery,mobile_app,252518,Delhi,Ahmedabad,780.7,588.3,12,0,1,1,1,0,0,0,1,1,1,9,1.268
txn_0000018,807,2026-07-22 13:26:00,712.77,pharmacy,mobile_app,5363386,Bengaluru,Bengaluru,0.0,788.9,13,0,0,1,0,0,0,0,0,0,1,5,0.862
txn_0000019,690,2026-06-21 17:00:00,4321.42,grocery,mobile_app,2874470,Delhi,Delhi,0.0,288.6,17,0,1,4,0,0,0,0,0,0,1,3,4.065
txn_0000020,977,2026-05-17 14:20:00,1766.7,grocery,mobile_web,4053126,Ahmedabad,Ahmedabad,0.0,201.1,14,0,0,1,0,0,0,0,0,0,1,6,1.662
txn_0000021,522,2026-07-26 15:02:00,553.35,pharmacy,mobile_web,5429378,Delhi,Kolkata,1315.8,251.5,15,0,0,0,1,0,0,0,0,0,1,4,0.669
txn_0000022,1739,2026-06-16 10:52:00,14214.01,jewellery,mobile_web,3301135,Jaipur,Jaipur,0.0,82.5,10,0,1,2,0,0,0,0,0,0,1,8,0.542
txn_0000023,4401,2026-05-28 16:03:00,3602.47,fashion,mobile_web,9002522,Kolkata,Kolkata,0.0,450.1,16,0,1,2,0,0,1,0,0,0,1,7,1.337
txn_0000024,1533,2026-06-11 10:54:00,1548.66,gaming,mobile_web,6483069,Jaipur,Jaipur,0.0,39.9,10,0,0,1,0,0,0,0,0,0,1,4,0.855
txn_0000025,4471,2026-07-28 12:10:00,12742.31,travel,desktop_web,4943707,Mumbai,Mumbai,0.0,249.2,12,0,0,1,0,0,0,0,0,0,1,9,0.761
txn_0000026,2961,2026-06-15 11:10:00,2072.77,food_delivery,desktop_web,4604108,Mumbai,Mumbai,0.0,9.4,11,0,0,1,0,0,0,0,0,0,1,8,3.108
txn_0000027,187,2026-06-16 06:27:00,574.41,grocery,mobile_web,9815696,Kolkata,Kolkata,0.0,186.2,6,0,1,2,0,0,0,0,0,0,1,9,0.54
txn_0000028,2896,2026-06-03 08:18:00,6587.05,home_goods,mobile_app,4978094,Ahmedabad,Ahmedabad,0.9,252.0,8,0,0,1,0,0,0,0,0,0,1,9,1.713
txn_0000029,4037,2026-05-04 18:00:00,26337.03,jewellery,mobile_app,377387,Delhi,Delhi,0.0,267.0,18,0,0,4,0,0,0,0,0,0,1,10,1.004
txn_0000030,3928,2026-05-03 06:29:00,1932.08,home_goods,mobile_app,5607248,Mumbai,Mumbai,0.9,207.0,6,0,0,2,0,0,0,0,0,0,1,8,0.503
txn_0000031,19,2026-05-25 17:01:00,10498.28,jewellery,pos,7168584,Mumbai,Mumbai,1.1,90.9,17,0,0,2,0,0,0,0,0,0,1,6,0.4
txn_0000032,4222,2026-05-31 13:25:00,5258.38,home_goods,mobile_web,7032091,Ahmedabad,Bengaluru,1237.5,21.7,13,0,0,0,1,0,0,0,0,0,1,6,1.368
txn_0000033,3799,2026-05-25 20:43:00,18869.31,jewellery,mobile_web,8648170,Lucknow,Lucknow,1.6,62.5,20,0,0,0,0,0,0,0,0,0,1,13,0.72
txn_0000034,4961,2026-07-21 15:13:00,431.09,subscription,mobile_app,970901,Lucknow,Lucknow,0.0,271.4,15,0,0,2,0,0,1,0,0,0,1,8,0.71
txn_0000035,178,2026-07-21 07:16:00,508.78,food_delivery,desktop_web,1676743,Lucknow,Lucknow,0.0,209.2,7,0,2,2,0,0,0,0,0,0,1,6,0.763
txn_0000036,5028,2026-05-20 18:13:00,14334.15,travel,mobile_app,4566737,Chennai,Chennai,1.4,176.1,18,0,0,1,0,0,0,0,0,0,1,7,0.856
txn_0000037,4452,2026-06-03 12:40:00,2693.3,home_goods,mobile_app,9730678,Pune,Pune,0.0,202.4,12,0,0,1,0,0,0,0,0,0,1,12,0.701
txn_0000038,3187,2026-06-06 08:50:00,524.86,food_delivery,mobile_app,8333899,Jaipur,Jaipur,0.0,14.4,8,0,1,4,0,0,0,0,0,0,1,6,0.787
txn_0000039,3082,2026-07-12 19:42:00,925.61,gaming,mobile_web,6222091,Ahmedabad,Ahmedabad,0.0,272.7,19,0,0,1,0,0,0,0,0,0,1,5,0.511
txn_0000040,3384,2026-07-17 14:57:00,18090.04,jewellery,mobile_app,9151304,Delhi,Delhi,2.2,209.3,14,0,1,1,0,0,0,0,0,0,1,5,0.69
txn_0000041,660,2026-07-29 21:23:00,30672.22,jewellery,mobile_app,2472615,Chennai,Chennai,0.0,93.6,21,0,0,1,0,0,0,0,0,0,1,8,1.17
txn_0000042,3378,2026-05-16 16:34:00,2964.31,home_goods,mobile_app,7483179,Delhi,Delhi,0.0,87.8,16,0,0,2,0,0,0,0,0,0,1,6,0.771
txn_0000043,2827,2026-05-01 20:49:00,605.06,pharmacy,mobile_web,2378762,Pune,Pune,0.0,63.0,20,0,0,2,0,0,0,0,0,0,1,9,0.732
txn_0000044,597,2026-06-07 11:40:00,60751.3,jewellery,mobile_web,5267479,Pune,Pune,0.0,406.3,11,0,0,2,0,0,0,0,0,0,1,6,2.317
txn_0000045,4063,2026-07-06 18:22:00,743.6,food_delivery,mobile_app,1038170,Bengaluru,Bengaluru,0.0,7.4,18,0,0,0,0,0,0,0,1,1,1,8,1.115
txn_0000046,1078,2026-05-08 15:46:00,487.53,subscription,mobile_app,5374747,Pune,Pune,0.0,131.6,15,0,0,2,0,0,0,0,0,0,1,8,0.803
txn_0000047,806,2026-05-29 17:40:00,1366.07,fashion,mobile_web,8648733,Pune,Pune,0.0,514.0,17,0,0,1,0,0,0,0,0,0,1,6,0.507
txn_0000048,3780,2026-07-03 21:17:00,1644.04,food_delivery,desktop_web,8294736,Delhi,Delhi,0.0,159.4,21,0,2,4,1,0,0,0,0,0,1,3,2.465
txn_0000049,4699,2026-06-26 10:32:00,3226.89,gaming,mobile_app,3940930,Lucknow,Lucknow,0.0,201.0,10,0,0,0,0,0,1,0,0,0,1,10,1.781
txn_0000050,2181,2026-07-11 16:31:00,1172.33,gaming,mobile_web,9602879,Jaipur,Jaipur,0.0,384.8,16,0,0,0,0,0,0,0,0,0,1,6,0.647
txn_0000051,2436,2026-07-20 19:47:00,1304.07,pharmacy,desktop_web,5610490,Ahmedabad,Ahmedabad,1.5,78.7,19,0,0,1,0,0,0,0,0,0,1,8,1.577
txn_0000052,966,2026-06-23 16:42:00,2230.1,gaming,desktop_web,1357706,Delhi,Mumbai,1150.4,10.5,16,0,0,2,0,1,0,0,1,1,1,8,1.231
txn_0000053,1364,2026-05-10 08:33:00,416.62,subscription,mobile_app,4907845,Hyderabad,Hyderabad,0.0,366.3,8,0,0,3,0,0,0,0,0,0,1,4,0.686
txn_0000054,4238,2026-06-09 08:50:00,667.96,subscription,mobile_web,3463880,Lucknow,Lucknow,3.9,175.9,8,0,1,2,0,0,0,0,0,0,1,7,1.101
txn_0000055,4730,2026-07-29 08:45:00,14193.93,jewellery,mobile_app,7157354,Ahmedabad,Ahmedabad,0.0,42.7,8,0,0,0,0,0,0,0,0,0,1,8,0.541
txn_0000056,4559,2026-07-29 13:54:00,1456.09,gaming,desktop_web,4337814,Mumbai,Mumbai,2.8,271.1,13,0,0,1,0,0,0,0,0,0,1,12,0.804
txn_0000057,1577,2026-07-09 17:02:00,43210.11,jewellery,mobile_app,5025047,Chennai,Chennai,3.8,101.6,17,0,0,0,0,0,0,0,0,0,1,5,1.648
txn_0000058,1045,2026-05-10 10:53:00,1262.87,grocery,mobile_app,4607472,Jaipur,Jaipur,1.0,491.8,10,0,1,3,0,0,0,0,0,0,1,9,1.188
txn_0000059,400,2026-05-23 12:56:00,1420.9,gaming,mobile_app,7204480,Delhi,Delhi,0.0,58.3,12,0,0,1,0,0,0,0,0,0,1,5,0.784
txn_0000060,1161,2026-05-30 15:17:00,184.39,food_delivery,mobile_app,3018649,Mumbai,Mumbai,3.1,14.5,15,0,1,2,0,0,0,0,0,0,1,9,0.276
txn_0000061,2836,2026-05-07 10:45:00,10091.79,travel,desktop_web,4377838,Lucknow,Lucknow,0.0,59.7,10,0,0,2,0,0,0,0,0,0,1,4,0.602
txn_0000062,2974,2026-06-04 20:50:00,1556.71,pharmacy,mobile_web,1408908,Pune,Pune,1.1,139.2,20,0,0,1,0,0,1,0,0,0,1,7,1.883
txn_0000063,229,2026-06-08 13:21:00,415.39,subscription,pos,2998222,Kolkata,Kolkata,0.0,156.3,13,0,2,5,0,0,0,0,0,0,1,7,0.684
txn_0000064,2642,2026-05-11 08:11:00,710.66,food_delivery,desktop_web,3051529,Jaipur,Jaipur,0.0,145.7,8,0,0,1,0,0,0,0,0,0,1,8,1.066
txn_0000065,2290,2026-06-26 13:01:00,266.42,pharmacy,mobile_app,8361254,Mumbai,Mumbai,1.4,63.7,13,0,0,1,0,0,2,0,1,0,1,12,0.322
txn_0000066,2751,2026-07-12 15:53:00,5631.85,electronics,desktop_web,2624737,Jaipur,Jaipur,2.4,145.8,15,0,1,2,0,0,0,0,0,0,1,6,0.545
txn_0000067,1050,2026-07-20 12:06:00,4030.93,gaming,desktop_web,7279543,Hyderabad,Hyderabad,0.5,136.3,12,0,0,2,0,1,0,0,0,0,1,8,2.225
txn_0000068,2486,2026-06-25 00:33:00,11334.65,travel,mobile_web,5630723,Lucknow,Lucknow,0.5,207.9,0,1,0,2,0,0,0,0,0,0,1,8,0.677
txn_0000069,3325,2026-05-16 05:33:00,1298.43,gaming,mobile_app,1067785,Pune,Pune,0.0,1171.0,5,0,0,0,0,0,0,0,0,0,1,4,0.717
txn_0000070,4547,2026-07-21 15:29:00,1357.63,gaming,mobile_web,5732618,Chennai,Chennai,0.1,262.2,15,0,0,1,0,0,0,0,0,0,1,8,0.749
txn_0000071,1830,2026-07-04 21:40:00,21968.97,travel,mobile_web,4976668,Mumbai,Mumbai,0.0,21.3,21,0,0,0,1,0,0,0,0,0,1,10,1.311
txn_0000072,397,2026-07-01 06:39:00,15438.04,travel,mobile_app,5400805,Lucknow,Lucknow,0.8,15.5,6,0,0,0,0,0,0,0,0,0,1,8,0.921
txn_0000073,2227,2026-07-08 15:52:00,28388.2,jewellery,mobile_app,6710520,Hyderabad,Hyderabad,0.0,91.1,15,0,0,0,0,0,0,0,0,0,1,5,1.082
txn_0000074,549,2026-05-05 07:40:00,7204.65,travel,mobile_app,8018719,Pune,Pune,0.0,131.3,7,0,0,0,0,0,1,0,0,0,1,7,0.43
txn_0000075,5100,2026-05-19 14:37:00,1396.25,fashion,mobile_web,7771384,Kolkata,Kolkata,0.1,297.7,14,0,0,2,0,0,0,1,0,0,1,8,0.518
txn_0000076,2422,2026-06-30 17:37:00,6069.31,home_goods,mobile_app,7019287,Delhi,Delhi,0.0,278.3,17,0,0,2,0,0,0,0,0,0,1,3,1.579
txn_0000077,4579,2026-05-10 15:15:00,6061.55,electronics,mobile_app,694065,Chennai,Chennai,0.0,33.2,15,0,0,0,0,0,0,0,0,0,1,3,0.587
txn_0000078,2610,2026-07-05 00:23:00,3323.96,home_goods,mobile_web,6311448,Lucknow,Lucknow,0.2,150.6,0,1,1,1,0,0,0,0,0,0,1,12,0.865
txn_0000079,1146,2026-05-22 03:15:00,5995.31,electronics,desktop_web,1029029,Bengaluru,Bengaluru,0.0,130.4,3,1,0,0,0,0,0,0,0,0,1,8,0.58
txn_0000080,4796,2026-05-02 12:15:00,701.17,gaming,mobile_app,8547947,Bengaluru,Bengaluru,0.0,120.4,12,0,1,1,0,0,0,0,0,0,1,6,0.387
txn_0000081,3123,2026-06-02 14:42:00,696.21,subscription,mobile_web,7368706,Pune,Pune,0.0,215.3,14,0,0,1,0,0,0,0,0,0,1,9,1.147
txn_0000082,4985,2026-05-19 16:46:00,797.03,pharmacy,mobile_web,8748181,Lucknow,Lucknow,0.0,502.3,16,0,1,5,0,0,0,0,0,0,1,5,0.964
txn_0000083,155,2026-07-29 14:07:00,495.94,grocery,mobile_app,8956499,Pune,Pune,0.0,612.6,14,0,0,3,1,0,0,0,0,0,1,8,0.466
txn_0000084,2562,2026-06-24 07:38:00,1625.57,gaming,desktop_web,3214957,Kolkata,Kolkata,0.0,261.9,7,0,1,4,0,0,0,0,0,0,1,9,0.897
txn_0000085,4495,2026-05-11 18:28:00,282.31,grocery,mobile_app,359178,Jaipur,Jaipur,0.0,112.3,18,0,0,0,1,0,0,0,0,0,1,5,0.266
txn_0000086,4587,2026-07-12 12:22:00,4452.2,home_goods,mobile_web,4500339,Bengaluru,Bengaluru,0.0,248.7,12,0,0,1,1,0,0,0,0,0,1,6,1.158
txn_0000087,2084,2026-07-06 09:08:00,751.37,pharmacy,mobile_app,9610204,Jaipur,Jaipur,0.0,23.4,9,0,0,0,0,0,0,0,0,0,1,8,0.909
txn_0000088,3745,2026-06-16 09:34:00,445.78,pharmacy,mobile_app,6434674,Hyderabad,Hyderabad,0.0,277.7,9,0,0,2,0,0,0,0,0,0,1,8,0.539
txn_0000089,2980,2026-05-28 11:40:00,972.29,food_delivery,pos,8632073,Pune,Pune,0.0,207.2,11,0,1,2,0,0,0,0,0,0,1,5,1.458
txn_0000090,2082,2026-06-26 09:02:00,855.91,pharmacy,mobile_web,7877451,Mumbai,Mumbai,0.0,10.3,9,0,0,1,0,0,0,0,0,0,1,9,1.035
txn_0000091,2243,2026-06-11 15:17:00,724.35,pharmacy,mobile_web,1276842,Lucknow,Lucknow,2.6,168.8,15,0,0,1,0,0,0,0,0,0,1,6,0.876
txn_0000092,4005,2026-05-06 14:08:00,1869.87,gaming,mobile_app,7801046,Hyderabad,Hyderabad,0.0,95.7,14,0,0,2,0,0,1,0,0,0,1,7,1.032
txn_0000093,4902,2026-07-07 13:30:00,393.82,pharmacy,mobile_web,88736,Delhi,Delhi,0.0,456.3,13,0,1,1,0,0,0,0,0,0,1,12,0.476
txn_0000094,5246,2026-07-09 17:34:00,666.42,gaming,mobile_web,9869076,Pune,Pune,0.6,34.3,17,0,0,0,0,0,0,0,0,0,1,7,0.368
txn_0000095,3554,2026-06-28 08:45:00,2717.84,home_goods,mobile_app,6424154,Jaipur,Ahmedabad,539.6,334.4,8,0,0,0,0,0,0,0,0,0,1,5,0.707
txn_0000096,1883,2026-07-11 07:16:00,1820.29,fashion,mobile_app,9420234,Kolkata,Kolkata,0.3,503.2,7,0,1,3,0,0,0,0,0,0,1,7,0.675
txn_0000097,2738,2026-06-27 16:44:00,1424.82,pharmacy,mobile_app,2457624,Pune,Pune,0.0,775.6,16,0,0,0,0,0,0,0,0,0,1,6,1.723
txn_0000098,84,2026-06-07 17:22:00,340.05,grocery,mobile_app,6684219,Kolkata,Kolkata,0.2,25.9,17,0,0,2,0,0,0,0,0,0,1,8,0.32
txn_0000099,1142,2026-07-02 13:01:00,24488.13,jewellery,mobile_app,5650677,Ahmedabad,Ahmedabad,0.0,79.7,13,0,0,2,0,0,0,0,0,0,1,6,0.934
txn_0000100,4295,2026-07-18 15:10:00,498.94,pharmacy,mobile_app,9705666,Lucknow,Lucknow,1.2,66.1,15,0,0,0,0,0,1,0,0,0,1,6,0.603
txn_0000101,904,2026-06-09 23:49:00,514.13,grocery,mobile_app,131789,Bengaluru,Bengaluru,0.0,194.1,23,0,0,2,0,0,1,0,0,0,1,5,0.484
txn_0000102,2955,2026-05-31 14:00:00,794.3,subscription,mobile_app,5561584,Mumbai,Mumbai,0.0,284.3,14,0,0,1,0,0,0,0,0,0,1,13,1.309
txn_0000103,1473,2026-07-19 08:11:00,1438.74,gaming,mobile_web,6270423,Mumbai,Mumbai,1.9,79.8,8,0,0,1,0,0,0,0,0,1,1,8,0.794
txn_0000104,1432,2026-06-20 13:43:00,377.35,food_delivery,mobile_web,4056064,Bengaluru,Bengaluru,1.8,10.9,13,0,0,0,0,0,0,0,0,0,1,10,0.566
txn_0000105,417,2026-05-19 22:21:00,11285.88,jewellery,mobile_app,8253103,Lucknow,Kolkata,886.6,214.4,22,0,0,1,1,0,0,0,0,0,1,8,0.43
txn_0000106,3962,2026-06-16 14:28:00,4327.78,home_goods,mobile_app,2681272,Ahmedabad,Ahmedabad,2.2,35.1,14,0,0,1,0,0,0,0,0,0,1,3,1.126
txn_0000107,2855,2026-05-04 18:53:00,978.64,subscription,mobile_web,1484321,Pune,Pune,0.0,32.5,18,0,0,0,0,0,0,0,0,0,1,9,1.612
txn_0000108,4692,2026-06-25 15:12:00,1870.17,fashion,desktop_web,6768802,Mumbai,Mumbai,0.0,130.1,15,0,0,0,0,0,0,0,0,0,1,11,0.694
txn_0000109,959,2026-05-10 16:51:00,6181.42,gaming,mobile_web,2285625,Jaipur,Jaipur,2.3,311.8,16,0,2,2,0,0,0,0,0,0,1,9,3.412
txn_0000110,3147,2026-07-11 22:35:00,927.55,fashion,mobile_app,5657636,Mumbai,Mumbai,0.0,35.9,22,0,2,5,1,0,0,0,0,0,1,5,0.344
txn_0000111,4470,2026-06-20 10:05:00,2225.02,pharmacy,desktop_web,1861363,Bengaluru,Bengaluru,0.4,254.7,10,0,1,2,0,0,0,0,0,0,1,10,2.691
txn_0000112,1470,2026-07-08 11:49:00,1281.09,gaming,mobile_app,1413503,Hyderabad,Hyderabad,0.0,449.9,11,0,0,2,0,0,0,0,0,0,1,5,0.707
txn_0000113,2850,2026-05-24 09:05:00,1244.91,fashion,mobile_app,9497258,Mumbai,Mumbai,1.1,1.7,9,0,0,3,0,0,0,0,0,0,1,5,0.462
txn_0000114,4420,2026-05-07 11:27:00,40706.08,jewellery,mobile_web,9999092,Pune,Pune,0.6,37.1,11,0,0,2,0,0,0,0,0,0,1,10,1.552
txn_0000115,2079,2026-06-04 08:36:00,695.74,gaming,desktop_web,2198618,Jaipur,Jaipur,0.0,83.4,8,0,0,1,0,0,0,0,0,0,1,8,0.384
txn_0000116,2131,2026-07-28 02:30:00,14627.93,jewellery,mobile_app,2189401,Hyderabad,Hyderabad,3.2,51.3,2,1,0,1,0,0,0,0,0,0,1,6,0.558
txn_0000117,1959,2026-06-01 23:18:00,71238.84,jewellery,mobile_app,455838,Pune,Pune,3.4,79.0,23,0,0,0,0,0,0,0,0,0,1,4,2.716
txn_0000118,575,2026-07-10 20:50:00,5101.71,fashion,mobile_web,7736497,Bengaluru,Bengaluru,3.5,11.8,20,0,0,0,0,1,0,0,1,1,1,8,1.893
txn_0000119,2139,2026-07-24 08:01:00,1078.77,pharmacy,mobile_web,7341004,Hyderabad,Hyderabad,0.0,278.9,8,0,0,2,0,0,0,0,1,0,1,9,1.305
txn_0000120,2622,2026-07-29 17:31:00,490.15,pharmacy,mobile_app,7230605,Pune,Pune,4.0,33.1,17,0,0,2,0,0,0,0,0,0,1,5,0.593
txn_0000121,2080,2026-05-16 13:20:00,714.03,food_delivery,desktop_web,6832797,Bengaluru,Bengaluru,0.0,106.0,13,0,0,1,0,0,0,0,0,0,1,7,1.071
txn_0000122,520,2026-07-08 12:07:00,13323.64,electronics,desktop_web,2985673,Ahmedabad,Lucknow,946.8,94.8,12,0,0,1,0,0,1,0,0,0,1,5,1.289
txn_0000123,2690,2026-06-29 22:01:00,765.92,food_delivery,mobile_web,4422136,Chennai,Chennai,0.0,608.7,22,0,0,0,0,0,0,0,0,0,1,9,1.149
txn_0000124,2383,2026-05-08 18:17:00,629.74,pharmacy,mobile_app,9774722,Hyderabad,Hyderabad,0.4,47.8,18,0,0,3,0,0,0,0,0,0,1,9,0.762
txn_0000125,477,2026-05-01 06:09:00,1810.14,food_delivery,mobile_app,7840160,Hyderabad,Hyderabad,0.0,11.8,6,0,0,2,0,0,0,0,0,0,1,11,2.714
txn_0000126,3619,2026-07-27 21:49:00,1223.01,fashion,mobile_app,2249546,Lucknow,Lucknow,0.4,195.5,21,0,1,2,0,0,0,0,1,1,1,7,0.454
txn_0000127,781,2026-06-24 11:31:00,7586.07,electronics,mobile_app,4379158,Chennai,Chennai,0.0,9.9,11,0,1,3,0,0,0,0,0,0,1,6,0.734
txn_0000128,3493,2026-06-30 12:06:00,1005.15,subscription,mobile_app,4002543,Hyderabad,Hyderabad,1.2,398.6,12,0,0,1,0,0,0,0,0,0,1,4,1.656
txn_0000129,2013,2026-06-15 08:24:00,165.25,food_delivery,mobile_app,268622,Delhi,Delhi,0.0,135.1,8,0,0,0,0,0,0,0,0,1,1,5,0.248
txn_0000130,3,2026-07-28 16:46:00,688.15,grocery,mobile_app,4570539,Jaipur,Jaipur,0.7,61.6,16,0,1,1,0,0,0,0,0,0,1,7,0.647
txn_0000131,3751,2026-07-25 18:34:00,19434.61,travel,mobile_app,3754152,Mumbai,Mumbai,0.4,50.4,18,0,0,2,0,1,1,0,0,0,1,8,1.16
txn_0000132,4630,2026-06-29 21:12:00,626.55,pharmacy,mobile_web,946847,Mumbai,Mumbai,0.4,8.3,21,0,0,1,0,0,0,0,0,0,1,5,0.758
txn_0000133,43,2026-05-07 16:46:00,1126.11,pharmacy,mobile_app,1239113,Mumbai,Mumbai,0.0,16.1,16,0,0,1,0,0,0,0,0,0,1,7,1.362
txn_0000134,3321,2026-05-03 14:42:00,451.53,pharmacy,desktop_web,3499875,Pune,Pune,0.0,267.3,14,0,0,0,0,0,0,0,0,0,1,7,0.546
txn_0000135,1115,2026-06-09 18:25:00,6624.15,electronics,mobile_app,8784152,Bengaluru,Bengaluru,0.0,0.0,18,0,1,4,0,0,0,0,0,0,1,6,0.641
txn_0000136,2151,2026-06-28 05:54:00,8772.78,electronics,mobile_app,1022449,Delhi,Delhi,0.0,250.0,5,0,0,1,0,0,0,0,0,0,1,5,0.849
txn_0000137,4381,2026-05-17 13:52:00,452.94,grocery,desktop_web,7115562,Delhi,Delhi,0.0,33.9,13,0,0,0,0,0,0,0,0,0,1,9,0.426
txn_0000138,2816,2026-07-23 23:48:00,1290.2,home_goods,mobile_app,9437847,Kolkata,Kolkata,0.0,322.5,23,0,0,1,0,0,0,0,0,0,1,11,0.336
txn_0000139,1664,2026-05-13 11:28:00,878.62,grocery,mobile_app,791320,Lucknow,Lucknow,0.0,248.7,11,0,0,0,0,0,0,1,0,0,1,5,0.826
txn_0000140,1152,2026-05-19 20:17:00,4054.72,fashion,mobile_app,7524691,Bengaluru,Bengaluru,0.0,69.1,20,0,1,2,0,0,0,0,0,0,1,10,1.505
txn_0000141,241,2026-06-08 17:33:00,737.01,pharmacy,mobile_app,932265,Jaipur,Jaipur,0.1,431.0,17,0,0,1,0,0,0,0,0,0,1,9,0.891
txn_0000142,3697,2026-06-05 01:20:00,622.95,grocery,mobile_app,7136769,Chennai,Chennai,2.2,132.9,1,1,0,2,0,0,0,0,0,0,1,5,0.586
txn_0000143,2924,2026-06-11 10:05:00,1881.45,fashion,mobile_app,3958851,Ahmedabad,Ahmedabad,0.4,33.2,10,0,0,2,0,0,0,0,0,0,1,11,0.698
txn_0000144,4697,2026-06-29 20:12:00,3182.53,home_goods,mobile_web,5871443,Lucknow,Lucknow,0.0,546.4,20,0,0,0,0,0,0,0,0,0,1,9,0.828
txn_0000145,684,2026-06-11 09:04:00,8688.27,jewellery,mobile_app,1440800,Pune,Pune,0.0,240.7,9,0,1,1,0,0,0,0,0,0,1,7,0.331
txn_0000146,1962,2026-05-11 19:19:00,702.94,grocery,mobile_app,7733987,Mumbai,Mumbai,3.2,214.6,19,0,0,1,0,0,0,0,0,0,1,7,0.661
txn_0000147,1377,2026-05-25 16:23:00,1251.79,grocery,mobile_app,7073684,Delhi,Delhi,0.8,447.5,16,0,0,4,0,0,0,0,0,0,1,4,1.177
txn_0000148,5280,2026-05-20 16:47:00,27195.8,jewellery,pos,8699665,Jaipur,Jaipur,0.0,264.4,16,0,1,3,0,0,0,0,0,0,1,10,1.037
txn_0000149,4965,2026-06-23 14:00:00,2522.54,food_delivery,mobile_web,4988245,Kolkata,Kolkata,0.5,227.4,14,0,0,1,0,0,0,0,0,0,1,5,3.783
txn_0000150,3585,2026-05-24 18:59:00,199.79,pharmacy,desktop_web,3970808,Hyderabad,Hyderabad,1.9,196.1,18,0,0,1,0,0,0,0,0,0,1,4,0.242
txn_0000151,5133,2026-05-29 15:44:00,13502.77,electronics,mobile_app,6357231,Mumbai,Mumbai,1.5,23.4,15,0,0,2,0,0,0,0,0,0,1,9,1.307
